mag,ra,dec
8.1,6.546698,-55.079537
7.57,6.546821,10.166078
7.05,6.54705,46.922883
8.51,6.54713,-24.368683
7.79,6.547151,-50.473315
7.83,6.547342,-12.056637
9.34,6.547439,26.755724
12.24,6.54778,-47.71451
7.64,6.548107,58.747322
4.47,6.548396,7.332965
8.87,6.548671,-44.321591
9.18,6.548679,-27.939744
9.31,6.548782,28.334047
8.78,6.548839,-54.266773
7.95,6.54886,-43.576524
7.95,6.54898,79.468363
6.96,6.549362,-48.54452
7.72,6.549558,-3.820078
8.71,6.549576,-30.863122
7.37,6.549795,-8.964061
7.45,6.549954,39.784647
10.06,6.550064,-26.780225
7.93,6.550554,-73.751267
8.06,6.550961,29.406565
6.61,6.551114,78.979527
9.56,6.551241,26.289965
8.24,6.551288,30.325321
8.28,6.551354,-1.699856
8.71,6.551442,10.322218
7.65,6.551553,16.948751
6.88,6.551718,1.273321
7.02,6.552688,46.476236
8.67,6.552791,43.155042
8.1,6.552812,-22.60882
6.44,6.552844,-38.62519
7.65,6.552956,-71.648134
7.25,6.553288,-37.82195
8.84,6.553461,-14.096108
8.01,6.553477,46.574083
7.91,6.553506,5.462925
8.06,6.553683,-45.378569
8.63,6.554471,-41.130939
7.97,6.554557,19.84362
8.56,6.55464,-23.752575
9.16,6.554703,-35.458913
8.66,6.554855,62.886075
7.72,6.555028,-14.814231
8.91,6.555143,24.04145
7.54,6.555451,47.218392
9.62,6.555536,44.936899
9.41,6.555785,32.949973
9.15,6.55604,18.782709
9.01,6.556254,63.139149
9.4,6.55644,7.169054
9.1,6.556455,18.791162
8.52,6.556474,-18.07664
7.11,6.556725,78.168476
8.82,6.556843,-52.484092
6.18,6.557304,-52.329234
6.39,6.557409,-20.923961
8.01,6.557542,48.374575
8.36,6.557574,23.178708
6.96,6.557598,-32.22638
8.68,6.557748,-45.063716
7.99,6.557757,-29.209854
9.86,6.557894,75.551018
8.24,6.557959,-24.222165
8.55,6.558659,57.022827
7.5,6.559366,-20.139111
8.87,6.559739,13.034917
5.57,6.560046,14.155163
5.09,6.560534,-1.220154
8.72,6.560553,-54.590191
8.18,6.5607,-39.641878
9.18,6.560732,5.953946
8.23,6.560961,-54.117204
9.11,6.56101,-28.889124
7.2,6.561066,-26.329644
7.49,6.561411,-7.203472
9.48,6.561424,-22.69594
7.52,6.561511,27.980173
7.05,6.561603,39.446127
10.05,6.561734,-74.700572
6.53,6.561849,33.024039
8.33,6.562116,-0.264287
10.35,6.56217,-75.62999
8.02,6.562735,-43.85915
8.52,6.562741,9.16901
8.52,6.56283,-30.582856
7.76,6.562901,7.240014
11.41,6.563156,-75.624991
8.15,6.563715,-33.038393
5.42,6.563745,-36.232029
11.62,6.563941,-58.528459
10.61,6.564105,-47.055097
8.19,6.564153,-38.848586
8.27,6.564155,4.525444
9.85,6.564485,40.568801
7.76,6.565114,4.662392
10.9,6.56517,14.471394
8.97,6.565492,43.109675
8.35,6.565929,22.340088
6.91,6.566006,52.461411
7.83,6.566102,27.044759
9.15,6.566289,-14.789832
8.29,6.566857,-4.568018
8.89,6.567108,23.049117
6.66,6.567369,-77.687705
9.18,6.56761,-60.587801
7.42,6.567677,22.117661
8.11,6.567697,-30.337119
8.09,6.567981,-72.269866
10.19,6.568041,27.554818
8.03,6.56811,-26.02822
8.65,6.568376,1.640781
7.94,6.568596,-21.536118
7.18,6.568638,22.124138
9.98,6.568752,7.991751
6.82,6.568918,-29.629603
6.9,6.569003,2.898662
10.16,6.569125,20.676691
8.27,6.569239,7.990911
9.23,6.569374,49.850808
7.35,6.569505,-42.099049
9.33,6.569632,-66.098649
9.54,6.569918,-10.956905
7.59,6.570488,65.286881
9.47,6.570557,62.174557
8.53,6.570678,-63.91811
8.85,6.570815,-27.325757
8.16,6.570884,2.389347
7.26,6.571717,-4.900113
8.03,6.571795,-5.328067
6.66,6.572048,38.076003
7.64,6.572202,-16.01086
7.37,6.57236,-2.905663
8.67,6.57256,-55.239219
7.64,6.572666,14.752174
7.25,6.572683,3.306465
6.59,6.572684,-3.074103
7.54,6.572955,6.695111
7.96,6.573214,2.534149
8.64,6.57331,16.075091
8.13,6.5736,51.094746
9.61,6.574183,-2.70292
8.43,6.574192,-7.950318
8.01,6.574332,21.427167
8.76,6.574887,39.465024
7.8,6.575303,-18.812172
7.43,6.575559,-11.229743
8.44,6.575624,30.954671
10.19,6.575707,57.829552
6.45,6.575777,55.353042
8.76,6.576152,-17.364459
11.84,6.576472,13.079099
5.62,6.576481,-32.716255
6.68,6.576563,4.967928
8.89,6.57671,23.200584
9.06,6.576712,8.352127
8.34,6.576828,21.64223
7.49,6.577348,43.065463
7.07,6.577586,19.429043
8.58,6.577645,-46.510009
7.86,6.577715,1.727688
8.85,6.57796,-8.608109
8.24,6.578027,3.073409
7.3,6.578281,38.540135
6.69,6.578711,-34.009402
9.07,6.578734,12.016324
8.18,6.578864,-51.21639
9.96,6.57892,38.855023
10.48,6.578977,49.039006
8.91,6.579062,42.503542
10.36,6.57924,37.422453
7.02,6.579393,-20.557443
8.2,6.579404,-62.561975
9.31,6.579414,8.825606
8.06,6.579476,-19.952989
6.44,6.579533,7.572482
7.78,6.579707,-63.262137
8.37,6.579765,-42.394513
9.17,6.579941,24.148494
9.39,6.580309,30.260582
8.99,6.580664,-75.218834
9.1,6.580847,41.700194
7.32,6.580885,-19.646659
8.1,6.580955,-4.255242
7.61,6.581102,-53.281873
9.2,6.581315,-18.027346
6.61,6.581578,16.205778
8.55,6.581664,-34.836203
6.94,6.581736,-30.092025
9.07,6.58189,-60.713992
9.2,6.582069,-45.308382
8.63,6.582118,-15.328708
7.9,6.582267,-32.30665
7.22,6.582424,16.763806
7.06,6.582626,15.33047
7.77,6.582728,-31.291457
8.1,6.582883,0.504087
4.35,6.58294,-52.975607
11.16,6.583126,8.268897
8.47,6.583246,-21.995502
7.32,6.583389,-35.049276
8.03,6.583435,11.124424
7.8,6.583714,24.92089
9.08,6.583747,-33.216216
7.03,6.583886,31.434646
7.7,6.584175,-12.607659
4.54,6.584274,-22.964793
9.4,6.584363,38.755188
9.15,6.584421,-56.817249
8.94,6.584513,-33.003124
7.63,6.5845,1.81686
8.12,6.584524,55.498895
9.25,6.584534,63.541852
9.69,6.585019,70.678387
7.4,6.585042,37.064352
8.86,6.585091,-49.363438
8.66,6.585306,-21.40976
7.06,6.585306,12.668937
8.31,6.585362,-65.011557
9.16,6.585786,83.763568
7.42,6.585895,-61.173239
9.35,6.585969,34.949677
7.51,6.586163,52.863917
8.03,6.586427,54.096152
5.26,6.586684,28.022314
8.08,6.586882,18.065091
7.86,6.586978,-25.840216
8.84,6.587219,-62.502721
7.87,6.587218,47.948819
9.14,6.587321,-48.134954
8.51,6.587584,-57.265095
7.98,6.587594,3.968896
8.37,6.587656,28.442696
8.01,6.587678,-20.392285
5.78,6.58773,0.890216
7.3,6.588099,-4.789881
5.93,6.588221,9.988335
7.99,6.589154,-37.449175
7.92,6.589194,-67.226253
10.17,6.589261,44.648707
7.56,6.589397,51.974716
7.01,6.589451,37.715299
7.47,6.589461,-38.808817
9.07,6.589973,-0.150646
8.89,6.590028,-10.584476
5.59,6.590061,-36.779879
8.91,6.590196,33.926799
8.35,6.590273,-59.087628
9.08,6.59028,-13.295622
8.64,6.590486,-7.374797
7.16,6.590812,80.573222
7.89,6.590864,-31.591426
9.03,6.590962,-48.476328
8.23,6.590978,10.842572
7.98,6.591331,5.512576
10.17,6.591333,33.006916
9.07,6.591363,-53.710791
6.32,6.591894,-22.109053
8.78,6.591954,-9.371208
7.56,6.592113,-37.857654
7.87,6.59259,-16.007795
8.14,6.592676,76.866355
11.24,6.592757,-69.491594
7.14,6.592743,-36.259398
7.96,6.59277,-3.982927
7.02,6.592937,-50.296106
8.43,6.593013,-45.071952
7.99,6.593098,57.986157
7.51,6.593292,-2.24301
12.39,6.59335,-62.640083
9.04,6.59343,-52.339372
7.93,6.593514,20.888793
8.08,6.593636,45.623073
7.75,6.593791,32.576808
7.92,6.593812,-26.041538
7.41,6.594247,-47.433511
8.05,6.594618,9.851961
9.22,6.594885,-30.448927
7.69,6.595146,-8.999633
8.21,6.595731,-41.489915
7.95,6.59578,-1.096694
9.08,6.596019,-47.281952
10.1,6.596027,45.589355
9.55,6.596038,13.986004
9.03,6.596212,-10.460787
9.05,6.596826,-13.747112
8.38,6.5969,54.589502
9.72,6.597125,51.295958
8.24,6.597284,49.882533
7.39,6.597452,-16.102764
7.48,6.597642,17.200032
7.62,6.597723,-56.227943
9.74,6.597854,-48.282313
7.44,6.597972,-48.279896
10.21,6.598235,-17.897409
7.26,6.598278,17.692518
6.36,6.598344,-36.088632
7.08,6.59838,-11.374276
6.87,6.598529,43.705828
8.17,6.598545,-64.881012
8.3,6.59865,5.309775
8.98,6.59908,41.922494
9.16,6.599189,5.307404
9.39,6.599225,5.316697
7.59,6.599385,-3.977643
9.01,6.59947,-16.804333
7.33,6.599806,32.290713
6.9,6.599825,31.47924
7.61,6.599878,-35.171683
8.88,6.599912,48.413191
6.55,6.600029,4.498032
8.03,6.600371,34.198266
6.73,6.600591,16.797022
6.56,6.600623,56.386067
7.83,6.600629,55.692684
8.89,6.600823,74.292965
9.19,6.601026,81.329356
9.72,6.601117,-14.328324
7.22,6.601218,13.694034
7.71,6.601406,-24.118768
7.45,6.601504,-24.866123
9.12,6.60157,-32.221921
8.74,6.601684,26.714563
9.48,6.60173,19.403211
9.65,6.602108,-1.277478
11.27,6.602187,66.344626
9.32,6.602233,-72.785214
7.63,6.602441,-27.622297
7.04,6.602622,-28.835526
7.78,6.6027,10.284886
9.62,6.602797,-29.397904
10.4,6.603072,29.03193
10.18,6.603344,26.619491
9.95,6.603361,74.936878
7.23,6.603494,-36.138446
9.41,6.603626,44.733638
8.15,6.603669,-36.647689
7.63,6.604101,58.827239
9.45,6.604107,50.417131
6.61,6.604186,58.106782
10.05,6.604421,-26.121939
7.95,6.604617,-26.123624
10.6,6.605074,-40.006632
8.5,6.60531,-42.670422
7.46,6.605387,-26.534836
7.41,6.605674,-19.492113
8.73,6.605823,29.728017
8.14,6.606009,-18.660437
12.56,6.606145,27.934385
8.34,6.606212,30.105456
8.85,6.606269,-6.029564
5.71,6.606347,-18.659904
6.84,6.606668,59.664475
8.82,6.606962,66.026073
6.87,6.607191,6.08319
6.89,6.607295,27.278392
7.16,6.607555,-57.539235
7.22,6.607628,-50.322759
8.26,6.60768,-9.82856
6.87,6.607764,-31.886853
7.36,6.608011,15.750068
8.93,6.608016,-44.651133
7.79,6.608502,72.009219
9.76,6.608743,32.154337
9.46,6.608947,7.71036
10.06,6.609042,27.891255
5.4,6.609121,38.4455
8.2,6.609266,-64.698539
9.42,6.609273,13.997427
9.44,6.609693,-20.230817
5.52,6.609814,-5.211143
7.58,6.609915,77.924962
7.37,6.610019,33.390552
7.74,6.610036,1.054022
8.6,6.610256,-7.295846
8.32,6.610293,-49.221328
8.5,6.611165,-58.408882
8.33,6.611318,-51.429847
9.72,6.611341,-6.363496
3.95,6.611399,-19.255879
8.5,6.611406,-36.191453
6.35,6.611407,-22.614732
7.01,6.611765,23.098046
8.95,6.6124,38.787507
9.45,6.61289,37.851808
5.95,6.612944,-13.321036
8.83,6.612945,4.694479
8.59,6.61355,71.328685
8.6,6.613956,-81.678902
8.74,6.614173,36.914104
6.36,6.614243,-41.557141
9.06,6.614425,-12.851358
9.73,6.614678,35.737431
7.67,6.61496,70.503373
9.45,6.615098,-27.052088
8.04,6.615505,30.918899
10.07,6.615859,-58.015263
8.29,6.615931,69.357944
8.9,6.616311,-69.444211
9.5,6.616451,-56.258068
10.8,6.616631,69.557601
8.37,6.616691,-3.593367
7.8,6.616922,-16.356722
8.49,6.617173,33.638053
6.03,6.617191,-38.146506
7.58,6.617232,19.160129
9.63,6.617326,34.769663
7.32,6.617412,-41.249898
7.49,6.617591,-28.70619
7.14,6.617636,5.51939
7.65,6.617762,-32.225196
10.22,6.618012,3.063959
8.11,6.618086,-50.482657
8.96,6.618134,-74.796119
10.18,6.618138,19.752884
8.9,6.618185,-2.88668
7.1,6.618263,-2.179035
7.72,6.618697,-52.347197
9,6.618807,24.398725
9.05,6.619244,52.526296
8.27,6.619332,-70.917711
9.61,6.61977,-50.038264
9.63,6.619671,17.564801
7.62,6.620434,-40.770598
5.72,6.62051,-36.990651
8.94,6.620743,-61.546991
9.64,6.620732,-25.361055
8.03,6.62093,53.475437
8.9,6.621062,3.998146
6.87,6.622215,-43.451297
8.26,6.622547,31.710764
9.19,6.6227,-54.979173
9.64,6.623341,-20.586946
6.05,6.623345,6.135382
8.08,6.623614,-44.976043
9.94,6.623862,-43.661051
7.8,6.624129,-19.795
6.44,6.624247,24.590851
7.68,6.624807,22.14879
8.96,6.624877,-31.45411
8.29,6.625092,-45.5943
8.46,6.62513,-25.154755
7.61,6.625499,9.144278
7.22,6.625562,-8.235617
9.6,6.625612,40.649971
10.22,6.625967,9.699241
9.16,6.625986,29.909614
6.84,6.626084,12.180556
6.88,6.626723,-55.343737
6.39,6.626915,10.853293
8.08,6.627063,21.710205
8.71,6.627133,-57.437539
5.87,6.627332,56.857531
7.34,6.627373,-70.603746
7.37,6.627436,22.716398
7.82,6.627767,1.811487
8.73,6.62777,23.518978
7.9,6.627781,-38.628315
11.15,6.627796,12.071968
6.17,6.627868,2.704158
7.38,6.627953,55.359248
6.11,6.627998,-12.985116
9.86,6.628114,46.762955
5.94,6.6282,61.481233
7.99,6.628266,-77.538556
8,6.628294,2.100807
7.71,6.628492,-44.495678
9.34,6.628499,20.096775
1.93,6.628528,16.399252
8.92,6.628545,-19.309425
7.6,6.628767,-17.013131
8.74,6.629057,45.14645
3.17,6.629353,-43.195934
7.61,6.629395,18.401566
8.66,6.629456,41.281235
5.25,6.629891,-32.339735
9.73,6.630045,40.762278
7.82,6.630608,-36.113852
7.13,6.630775,0.527083
8.71,6.630765,-70.932607
7.41,6.630898,-8.781732
8.36,6.630968,6.68325
9.07,6.631229,53.51721
6.65,6.631241,23.60445
6.14,6.631307,4.95667
7.28,6.631402,2.269419
8.7,6.631451,11.684677
4.42,6.631506,-18.237478
9.23,6.631545,-34.29577
9.54,6.631722,31.783019
6.26,6.631984,73.695636
8.64,6.632194,7.729212
9.14,6.632287,-5.533491
8.35,6.632298,15.771831
8.23,6.632325,-0.682081
9.48,6.632625,39.785206
8.13,6.632804,-9.268742
8.31,6.63324,48.509264
6.15,6.633443,-61.533387
8.78,6.633478,-59.773435
11.21,6.633536,18.557531
9.79,6.633824,9.883592
9.03,6.634,24.834519
7.34,6.634684,30.889662
8.2,6.635027,60.095761
8.89,6.635072,62.445226
7.84,6.635104,51.202122
7.46,6.635259,59.449475
8.3,6.635813,87.296646
10.78,6.635952,59.442117
8.73,6.636413,72.850898
7.43,6.636625,7.14823
9.41,6.63692,-70.094326
8.98,6.637541,55.914638
8.26,6.637829,-22.767559
9.15,6.638055,30.624519
7.61,6.63854,64.735012
6.75,6.638584,24.45042
6.73,6.638885,57.191713
9.55,6.639007,60.240182
6.14,6.639016,-2.543897
11.71,6.639215,18.480375
8.81,6.639498,80.195805
6.48,6.639697,-23.580321
5.76,6.639725,28.984354
6.74,6.639729,-52.932062
8.14,6.639754,4.624153
10.11,6.640179,48.798604
8.58,6.640184,-28.790747
7.15,6.64043,-66.085605
8.35,6.640613,44.313096
8.66,6.640644,8.492272
8.23,6.640695,-53.652142
8.22,6.64071,-58.338086
10.44,6.640789,39.742309
8.53,6.641098,52.00616
7.14,6.641288,4.607186
8.16,6.641488,-45.373762
9.34,6.642163,-39.469983
8.78,6.642227,67.086868
8.64,6.642278,52.294613
8.05,6.642421,37.114029
7.76,6.642495,12.738338
8.37,6.642687,2.920067
7.78,6.642825,39.119819
6.01,6.643174,-16.873547
8.34,6.643199,26.905456
10.46,6.643335,-52.056179
8.04,6.643329,-4.292706
8.39,6.643385,-24.965758
6.96,6.64344,61.477721
9.21,6.643484,-63.549834
5.05,6.643787,-48.220183
6.23,6.643941,1.613518
9.54,6.644006,28.672989
7.06,6.644019,-60.183029
9.42,6.644146,-17.969192
8.48,6.644208,14.610987
5.7,6.644317,39.390854
7.15,6.644342,-37.995993
8.87,6.644382,-81.458879
8.8,6.644414,26.499913
9.11,6.644617,-17.931837
6.87,6.644654,41.581493
9.66,6.644696,-46.515161
8.38,6.644822,-46.175128
10,6.644931,-76.514138
8.98,6.645095,45.070564
7.76,6.645305,75.706812
8.45,6.645325,-45.060058
9.28,6.645351,43.352864
7.69,6.645552,-45.064451
7.1,6.646004,-16.260862
9.52,6.646403,-28.756361
6.94,6.646646,6.901884
7.58,6.64669,-43.82477
5.34,6.646995,39.902559
6.56,6.647057,4.700609
8.1,6.647091,-27.746941
7.79,6.647516,7.971539
8.49,6.647635,5.685734
8.79,6.647684,-32.830951
9.16,6.647732,10.651099
7.12,6.647961,33.018038
10.66,6.648135,25.679049
8.75,6.648219,-63.465077
8.78,6.648529,-15.96973
7.97,6.64872,-40.585695
9.72,6.648744,-74.425428
7.84,6.64885,15.206825
9.96,6.649072,-30.057585
8.85,6.649393,-55.298718
8.37,6.649602,-58.835973
9.92,6.649653,38.512327
7.48,6.649684,41.494762
8.32,6.650192,71.124504
7.97,6.650482,-35.13649
8.43,6.650901,19.595526
7.13,6.650996,-18.185828
8.06,6.651119,3.93495
6.09,6.651472,22.030881
9.07,6.651499,-70.745096
7.83,6.651617,-37.532686
7.64,6.651629,31.766146
8.27,6.652344,-51.110985
10.94,6.65239,67.881841
9.35,6.652599,-44.1657
7.76,6.652917,0.40307
8.44,6.653232,-26.571875
8.68,6.653545,-9.363374
9.52,6.653803,-7.098562
7.69,6.654193,-31.835588
8.16,6.654452,-35.532369
4.82,6.654644,-14.145764
7.84,6.654713,13.686131
10.33,6.654941,22.605095
8.4,6.655303,-37.129741
9.07,6.655358,-49.680497
4.8,6.655507,42.488877
11.48,6.655548,-49.292839
7.61,6.65563,42.004588
8.58,6.65566,36.655335
8.97,6.655698,-23.812749
8.26,6.656102,-36.007415
8.87,6.656322,7.264004
9.21,6.656522,64.624744
8.11,6.657381,-28.440821
7.18,6.657436,-43.427291
7.59,6.657585,-12.035141
7.74,6.657737,66.162347
8.39,6.658046,-21.785686
8.61,6.658407,-14.667122
10.51,6.65838,-31.430501
9.8,6.658474,44.677991
8.56,6.658487,22.002748
9.37,6.658711,3.319633
6.43,6.658745,24.600162
7.95,6.659071,-11.697681
6.02,6.6592,28.263134
8.05,6.659377,30.303961
8.9,6.659528,8.350379
8.61,6.659696,-10.883422
8.93,6.659721,28.369719
8.47,6.65983,17.703019
7.59,6.65984,-60.400842
6.05,6.660062,-23.695662
7.19,6.660379,-52.832476
9.8,6.660505,-55.609673
8.57,6.660599,-78.440444
9.62,6.660762,34.814208
8.92,6.660873,-26.641736
8.24,6.661558,-65.274402
9.52,6.661658,-5.385074
8.57,6.661769,-45.560552
5.7,6.66185,-30.470491
7.34,6.662034,-53.451367
6.96,6.662105,58.095026
9.43,6.662224,11.505644
6.92,6.662925,-1.38014
7.4,6.663004,-43.402898
5.99,6.663255,12.982768
10.29,6.663397,38.470133
9.71,6.6639,-61.4782
9.34,6.664171,-51.068389
8.61,6.664545,22.222125
8.01,6.664773,6.056943
8.32,6.665009,-26.787901
9.37,6.665439,14.599529
8.09,6.665517,-23.703847
8.14,6.665678,79.130244
6.59,6.665808,-38.158997
7.84,6.665835,11.680974
8.69,6.666028,-14.745898
6.35,6.666078,44.014114
7.88,6.666332,-32.891726
9.61,6.666458,-29.7593
8.81,6.666514,-13.964166
8.7,6.667082,42.565504
8.72,6.667106,-4.698708
8.05,6.667144,-48.541955
7.28,6.667247,19.657769
5.61,6.667474,-80.813593
8.15,6.667491,-36.955076
7.9,6.667669,12.375061
7.47,6.667831,-17.29365
9.21,6.66799,-27.398237
8.33,6.668146,-8.49494
7.43,6.668155,23.67376
7.63,6.668198,-2.361686
10.5,6.668218,7.605825
8.54,6.668419,-10.310752
9.5,6.668451,-39.312406
8.31,6.668563,15.7308
8.92,6.668803,16.719318
10.23,6.668798,33.711157
8.13,6.668905,-5.289837
9.63,6.669224,10.871454
10.28,6.669365,33.707492
7.98,6.669445,67.323457
8.46,6.66985,13.047717
6.75,6.670251,44.332852
8.76,6.670381,10.441312
8.52,6.670455,-43.886218
8.35,6.670877,-19.096456
8.75,6.670935,-47.29632
7.23,6.671046,-4.461325
6.74,6.671279,79.599515
9.15,6.671473,4.911412
8.26,6.671522,-16.477617
6.91,6.671907,-6.346275
9.31,6.672056,46.606239
9.49,6.672157,55.245761
6.82,6.672579,40.969697
7.77,6.672744,-59.123203
8.35,6.672776,-3.369234
10.35,6.673002,-82.380046
8.88,6.673382,-15.853505
8.92,6.673566,49.519433
7.46,6.673645,-21.390056
7.51,6.673655,2.55798
8.89,6.673783,-54.468218
9.33,6.673924,-41.241296
9.46,6.67415,-28.227246
8.15,6.674607,9.817851
5.75,6.674679,77.995782
9.21,6.674943,22.912369
8.51,6.674995,-3.524499
8.68,6.675273,37.26103
6.58,6.675383,61.922525
6.51,6.675541,6.371251
5.88,6.675624,71.748786
8.91,6.675895,71.700153
7.59,6.676,-34.212329
7.19,6.676273,-28.265622
7.73,6.676401,17.640692
8.81,6.676813,10.391956
7.8,6.677067,3.37362
8.31,6.677269,35.559007
7.93,6.67793,31.116656
7.96,6.678415,9.655915
7.17,6.678471,40.168545
8.66,6.678866,-51.669287
7.69,6.678969,-32.778229
8.09,6.679468,-28.852511
7.74,6.679704,33.025506
7.41,6.679822,56.883797
6.66,6.679848,-47.621523
9.11,6.679872,24.692417
9.23,6.679909,40.10858
7.6,6.680289,51.978326
6.71,6.680408,-47.674696
8.21,6.680757,48.255101
8.68,6.680938,-44.415463
8.22,6.681271,30.211402
8.87,6.681844,-38.326773
9.21,6.682044,-36.473394
9.37,6.682117,34.958727
8.83,6.682121,-4.568443
9.38,6.682126,46.356356
8.76,6.682413,23.174983
6.92,6.682585,-12.182259
6.5,6.68266,-71.775192
4.66,6.682961,9.895754
7.18,6.683191,56.099288
7.38,6.683224,64.986901
8.66,6.683284,-30.55267
7.62,6.683331,25.323691
9.09,6.683468,67.073136
8.28,6.683808,74.050492
6.84,6.683848,-7.572626
8.48,6.684088,-25.917288
7.4,6.684239,20.645484
8.4,6.684383,31.351582
7.5,6.684524,53.398483
9.94,6.684569,-48.475576
7.99,6.684584,-71.125778
5.79,6.684845,0.495323
7.23,6.685501,-30.6456
8.5,6.685758,1.181136
7.25,6.68595,39.234487
6.53,6.685949,8.984724
8.29,6.68604,32.416619
11.57,6.686081,1.17989
11.47,6.686195,61.135497
7.33,6.686379,-34.510726
8.47,6.686567,24.656019
8.66,6.686858,24.084283
8.9,6.686998,18.576349
7.92,6.687261,4.144816
6.16,6.68727,-40.349847
8.63,6.687292,-6.638746
9.63,6.687403,14.850306
8.08,6.687694,23.957715
8.29,6.687764,-64.359664
6.19,6.688117,11.003197
7.78,6.688368,-40.292843
7.05,6.688476,29.713602
9.3,6.688588,82.267339
8.21,6.688662,19.966848
7.67,6.688846,-52.697256
8.61,6.68907,-22.213897
6.45,6.689138,28.196638
6.28,6.689428,16.39765
8.97,6.689456,65.067516
6.96,6.689561,-7.168707
8.58,6.689691,18.933304
7.69,6.689809,-2.350023
9.78,6.689814,8.469451
8.64,6.690009,-20.848164
7.43,6.690519,0.957267
7.96,6.690533,-27.587036
8.04,6.690564,-11.312382
7.52,6.690918,9.853998
8.28,6.690968,-24.383048
8.26,6.691303,68.647304
8.06,6.691437,-13.945967
7,6.691618,6.110825
7.89,6.691678,-65.468669
8.72,6.691752,-12.930324
6.88,6.691894,-20.31762
8.41,6.692559,-60.687972
8.13,6.692774,-17.533601
6.48,6.693822,35.931928
8.69,6.693835,-55.999003
8.5,6.694083,-1.903221
9.63,6.694352,-35.553727
7.54,6.695204,27.081571
8.49,6.695265,-33.469754
9.68,6.69535,-2.162817
8.46,6.695554,-27.741373
9.38,6.695849,44.025549
7.74,6.696518,14.413447
8.46,6.696522,30.684077
7.71,6.696642,32.63695
8,6.696783,-14.474435
8.99,6.697142,9.508155
8.64,6.697234,-49.386147
6.8,6.697395,14.216683
9.41,6.697529,32.270976
9.53,6.698082,26.307965
8.99,6.698168,-0.286564
7.75,6.698297,-39.787665
8.64,6.698361,-18.271888
7.59,6.698382,47.793536
7.14,6.698524,2.58176
7.67,6.698833,45.733496
5.21,6.698996,-9.167537
6.85,6.699217,-20.249746
10.07,6.699694,38.026578
6.36,6.699786,6.345425
6.94,6.699916,-16.00721
9.49,6.699936,-79.608777
10.4,6.701122,-45.19567
9.42,6.701211,-48.583739
7.05,6.701303,3.248303
7.58,6.701354,-69.706547
8.15,6.70144,-51.759591
6.97,6.701446,-15.215253
8.35,6.701538,-38.00374
9.22,6.701624,63.415084
9.31,6.70181,-9.879858
7.04,6.702031,-6.114274
8.11,6.702044,-64.52392
7.68,6.702178,-71.889445
9.1,6.702335,-46.473422
8.23,6.702385,31.45488
8.11,6.702543,-22.443539
9.09,6.703126,74.480826
7.35,6.703321,25.468529
9.33,6.703355,-21.112277
8.79,6.703595,-10.498076
9.63,6.704162,36.417883
8,6.704444,12.007931
6.28,6.704551,-38.398791
9.92,6.704618,42.848597
9.41,6.704668,-36.028641
6.86,6.704761,7.397825
8.82,6.70497,25.363761
7.79,6.705297,-31.665983
8.75,6.705516,-20.088376
7.96,6.705609,-41.728764
9.25,6.70584,-58.183047
8.05,6.706404,37.096214
8.9,6.706459,-22.360665
8.53,6.706474,-61.224967
8.76,6.706495,-24.23428
5.2,6.706757,17.645303
8.34,6.706783,63.47666
6.72,6.707101,-67.843099
10.06,6.70714,-46.446238
8.93,6.70718,-68.268577
8.11,6.707267,-25.686524
7.94,6.707517,-42.571483
8.34,6.707533,39.034305
8.76,6.707656,51.085992
7.07,6.707659,-23.232582
8.46,6.707669,70.588648
9.2,6.707892,-42.371322
8.05,6.708089,-3.305075
7.07,6.708143,66.197769
8.14,6.708925,-34.361084
8.52,6.709055,-9.566497
7.46,6.70912,29.375241
7.41,6.709168,59.697451
8.9,6.709228,22.130521
8.05,6.709519,34.096667
8.63,6.709523,75.698355
7.04,6.709553,38.892034
7.45,6.709561,-41.815333
9.48,6.709664,-56.445104
9.82,6.709694,83.904295
8.78,6.709954,-62.777236
9.94,6.710106,-33.631993
7.59,6.710295,-10.749582
9.23,6.710397,39.920243
7.28,6.710438,-3.835742
8.53,6.71103,-12.940822
7.29,6.711179,47.735542
7.86,6.711233,-36.630409
7.88,6.711263,1.71618
9,6.711516,1.706878
8.03,6.711528,10.331594
6.76,6.712054,-32.712755
8.51,6.712099,8.855228
7.87,6.712135,11.771466
6.74,6.712508,32.558867
6.26,6.712791,-22.44859
8.57,6.713003,-22.452702
6.57,6.713184,-4.14088
8.98,6.713373,-19.354536
7.02,6.713567,-50.451788
8.29,6.714093,-56.016073
8.21,6.714302,16.140375
7.34,6.714442,56.69308
9.71,6.714529,41.611514
9.84,6.714616,-33.59175
7.95,6.714617,-58.48384
9.98,6.714829,-30.127431
7.88,6.714899,-55.115183
7.84,6.714993,23.213836
9.28,6.715353,39.287048
12.31,6.715672,-30.856333
7.77,6.715785,-11.766092
7.8,6.715857,-15.734175
7.68,6.716302,34.127762
9.12,6.71631,44.647925
9.04,6.716365,21.592847
8.57,6.716403,58.294352
8.93,6.716505,-38.964196
8.93,6.716798,24.136295
9.35,6.716995,34.064166
8.26,6.717181,52.899166
9.22,6.717232,13.381673
7.14,6.717296,-13.698118
8,6.717326,-37.369874
5.04,6.718051,44.52445
9.69,6.718305,76.678662
7.28,6.718347,-29.23733
8.96,6.718402,-8.043365
6.18,6.718504,3.033801
8.9,6.718515,-69.297776
8.71,6.718545,-19.473362
9.79,6.718753,20.939118
